race,rent_monthly,monthly_income_gross,income_verified,income_stability,savings_buffer_months,guarantor_available,verified_rental_debt_flag,credit_score,rent_history_reported,rent_on_time_rate_12m,rent_late_or_nsf_count_12m,utility_on_time_rate_12m,approved
White,2163.81,5174.34,1,0.9481,6.92,0,0,680,1,0.9205,0.0,,1
Indigenous,2135.16,4860.87,1,0.9336,1.31,1,0,647,0,,,,1
White,1671.6,5017.22,1,0.4446,0.62,1,0,612,1,0.9703,1.0,0.8933,1
White,2204.47,5159.35,1,0.7531,1.22,0,0,635,1,0.9063,2.0,0.8728,1
Black,3271.09,8324.48,1,0.4812,1.24,0,0,629,0,,,,1
Asian,1386.58,5164.34,1,0.7944,1.76,1,0,642,0,,,,1
White,2337.41,7603.41,1,0.6058,1.42,0,0,646,0,,,0.923,1
White,2117.16,7225.57,1,0.7366,2.19,1,0,633,1,0.9787,0.0,0.9842,1
Indigenous,2084.24,6567.44,1,0.7904,0.4,0,0,623,0,,,0.8835,1
Asian,1067.02,2782.48,1,0.7609,1.41,1,0,629,1,0.7884,1.0,,1
White,3214.19,7686.61,1,0.8738,1.4,0,0,675,1,0.9449,0.0,,1
Black,1520.25,4429.97,1,0.7718,3.2,0,0,682,0,,,0.8885,1
White,2394.1,6680.3,1,0.7719,0.89,0,0,670,0,,,0.9559,1
White,1062.69,3699.78,1,0.8605,0.85,0,0,742,0,,,0.963,1
Asian,1039.69,3434.54,1,0.876,1.91,0,0,642,1,0.9751,1.0,0.9242,1
Other,2984.57,10385.33,1,0.7933,3.34,0,0,694,1,0.9397,2.0,,1
White,1333.88,3719.97,1,0.5228,0.08,1,0,704,1,0.9846,0.0,0.8884,1
White,3072.86,7766.32,1,0.6147,3.1,0,0,634,0,,,0.9707,1
White,2309.94,5420.05,1,0.7523,2.78,0,0,657,0,,,0.9591,1
Black,1957.74,4488.94,1,0.8583,1.78,0,1,686,1,0.814,1.0,0.8199,1
White,1524.14,5119.05,1,0.5517,2.13,0,0,680,1,0.9762,0.0,,1
White,1354.39,3297.87,1,0.8863,3.79,0,0,706,1,0.9302,1.0,,1
Other,1580.09,5175.03,0,0.8539,1.23,1,0,702,1,0.981,0.0,0.9542,1
White,1188.1,3559.78,0,0.7941,0.57,1,0,681,1,0.9661,1.0,0.9912,1
Asian,1853.43,4527.88,0,0.7073,2.79,1,0,757,1,0.9493,1.0,0.9272,1
White,1945.53,7188.72,0,0.8421,2.63,0,0,644,1,0.9103,0.0,0.7391,1
Indigenous,1451.58,5683.83,0,0.463,0.25,0,0,670,0,,,0.9427,1
White,1049.23,3095.34,1,0.8605,5.16,1,0,684,0,,,0.9204,1
White,2047.15,7005.39,1,0.5224,2.51,1,0,694,1,0.9669,1.0,0.925,1
White,2321.6,5187.09,1,0.5218,0.94,0,1,642,1,0.8029,0.0,,1
Asian,1335.19,4301.2,1,0.7884,2.66,1,0,684,1,0.9548,1.0,,1
Indigenous,2178.93,6753.06,1,0.3764,2.41,0,0,597,0,,,,1
White,2019.01,4904.42,0,0.5565,1.37,0,0,615,0,,,,1
White,1488.66,3457.95,1,0.8203,2.11,0,0,694,1,0.9461,2.0,,1
Black,3328.2,9928.33,1,0.5221,2.13,0,1,625,0,,,,1
White,2420.87,5168.63,1,0.8033,1.95,1,0,637,1,0.951,1.0,0.8615,1
White,1346.57,5053.97,1,0.4559,1.83,0,0,691,1,0.9636,1.0,0.9414,1
Asian,1209.65,4512.59,1,0.7764,2.43,0,0,670,1,0.9622,0.0,0.8777,1
White,2966.23,7858.9,1,0.6601,2.17,0,0,614,1,0.6875,3.0,0.8193,1
White,1482.62,4327.33,1,0.7015,1.24,0,0,744,1,0.9671,1.0,0.9554,1
White,1334.47,3028.04,1,0.617,0.78,0,0,641,0,,,0.9296,1
White,1098.96,4100.55,1,0.7658,2.1,1,0,663,1,0.9223,0.0,,1
White,3148.25,8273.27,1,0.6543,3.08,1,0,655,1,0.9831,0.0,0.7537,1
Asian,2716.49,6958.09,1,0.6646,2.05,0,0,650,1,0.9646,1.0,,1
Asian,2017.76,4755.98,1,0.5866,1.22,0,0,631,0,,,,1
White,2599.8,8408.96,1,0.6026,0.38,0,0,632,1,0.9472,0.0,0.7527,1
Black,2277.38,6756.05,1,0.6185,5.27,0,0,679,0,,,0.9181,1
White,1990.26,4736.76,0,0.8335,2.55,0,0,647,1,0.8746,1.0,,1
Indigenous,1762.09,4906.64,1,0.705,2.42,0,0,687,1,0.9651,2.0,,1
White,1519.84,5835.27,1,0.8214,1.38,0,0,707,1,0.9871,0.0,0.9365,1
Indigenous,1111.45,3886.46,1,0.9832,0.39,0,0,690,1,0.9893,2.0,,1
White,2150.46,5208.21,1,0.7548,1.16,1,0,682,1,0.9758,0.0,,1
White,2223.57,5792.93,1,0.7992,4.74,0,0,676,0,,,0.8795,1
White,1069.03,2881.24,0,0.6994,0.64,0,0,701,1,0.9621,2.0,0.8739,1
White,2107.95,4866.6,1,0.7866,0.31,0,0,694,1,0.9556,0.0,,1
White,1731.01,4676.68,1,0.4438,5.22,1,1,611,1,0.8963,2.0,0.8202,1
Asian,2113.6,7452.0,1,0.9521,0.95,0,0,732,1,0.9659,0.0,0.8825,1
Black,1240.46,2726.68,0,0.7858,1.64,0,0,641,1,0.8885,1.0,,1
White,2159.64,4550.02,0,0.8517,2.45,0,0,667,1,0.9393,5.0,0.8036,1
Black,1435.76,4393.14,1,0.9279,6.32,0,0,701,1,0.9511,0.0,,1
Indigenous,2652.34,7276.74,1,0.7723,4.67,0,0,640,1,0.9824,2.0,0.8832,1
Black,1491.35,5121.35,1,0.7192,1.79,1,0,685,1,0.9842,2.0,0.9799,1
Asian,2808.53,9750.24,1,0.3751,1.21,0,1,628,0,,,0.9836,0
Asian,2889.18,6556.35,1,0.8235,0.72,1,0,667,1,0.9564,0.0,0.9699,1
White,1149.89,4504.52,1,0.5477,2.58,1,0,695,1,0.8697,2.0,,1
Asian,1588.58,5654.99,0,0.6457,2.05,0,0,636,1,0.9257,0.0,,1
Other,2024.62,4593.92,1,0.7766,0.36,0,0,662,1,0.9205,2.0,0.8524,1
White,2476.16,7024.8,0,0.7605,1.63,0,0,676,1,0.8458,2.0,,1
White,1061.09,3262.16,1,0.7702,2.09,1,0,694,1,0.9773,0.0,0.9294,1
White,1509.76,3897.62,1,0.8951,2.74,1,0,615,0,,,0.8502,1
Other,1847.47,6099.15,0,0.8719,0.84,1,0,688,1,0.9668,2.0,0.9497,1
White,3325.74,7985.87,1,0.9195,2.14,0,0,628,0,,,0.9498,1
Asian,784.76,2406.01,1,0.3702,0.7,1,0,633,0,,,,1
Black,2416.97,8412.54,0,0.5246,2.46,0,0,617,1,0.9701,0.0,0.8343,1
Other,1939.87,4951.11,1,0.885,1.59,0,0,693,1,0.9236,2.0,,1
White,810.22,2689.36,1,0.7606,6.64,1,0,688,1,0.909,1.0,0.9731,1
Indigenous,867.02,1818.58,1,0.8842,0.98,1,0,714,1,0.978,0.0,0.8015,1
Black,1338.49,3044.61,1,0.7731,1.31,0,0,616,1,0.832,1.0,0.8593,1
White,2268.08,5164.26,0,0.5357,0.39,0,0,606,0,,,,1
Indigenous,1709.68,5081.44,0,0.7649,1.85,0,0,662,0,,,0.9446,1
White,2036.22,6490.11,1,0.3842,1.44,0,0,681,1,0.95,1.0,,1
Asian,1948.46,4290.22,1,0.7855,1.99,0,0,741,1,0.9471,1.0,,0
White,1134.66,3528.4,0,0.939,1.78,1,0,693,1,0.9356,1.0,0.9901,1
White,1697.28,4500.0,1,0.8075,6.72,0,0,635,1,0.8646,0.0,0.887,1
White,2233.31,5261.53,1,0.8099,2.62,0,0,613,1,0.9129,3.0,0.9517,1
White,1776.59,5637.43,0,0.4763,3.23,0,0,692,1,0.9859,1.0,,1
White,1056.99,3945.01,1,0.5249,2.03,0,0,686,1,0.9391,2.0,0.8544,1
Asian,2773.32,7128.96,1,0.238,2.27,0,0,726,1,0.9579,0.0,,1
White,1690.54,4183.59,1,0.9136,1.98,0,0,661,1,0.829,1.0,,1
White,1346.95,3835.34,1,0.9862,2.01,0,1,594,1,0.8225,4.0,,1
Asian,1790.65,4300.89,1,0.5809,1.21,0,0,678,1,0.99,0.0,0.9944,1
Asian,3009.11,7574.99,1,0.8156,3.17,0,0,603,0,,,,1
White,1498.52,4963.84,1,0.7518,6.99,0,0,674,1,0.7996,2.0,,1
Other,1223.12,4077.89,0,0.6615,2.03,0,0,688,1,0.9561,0.0,0.8971,1
White,2921.89,7190.76,1,0.5838,0.88,0,0,558,1,0.9133,1.0,0.9408,1
Black,4563.64,11007.98,1,0.4907,3.68,1,0,669,1,0.88,2.0,,0
White,2456.67,5595.97,1,0.422,5.2,0,0,644,0,,,,1
Asian,2282.07,8008.5,1,0.8292,1.27,1,0,616,1,0.9055,4.0,0.9669,1
Other,3330.04,7472.92,1,0.6834,0.72,1,0,666,1,0.9164,2.0,0.9697,1
Black,1577.91,4206.73,1,0.8067,2.95,1,0,690,1,0.9386,0.0,0.9807,1
Asian,2382.68,5248.7,1,0.8801,2.08,1,0,669,0,,,0.8327,1
Asian,1073.38,3319.35,1,0.5826,2.77,1,0,704,1,0.9744,0.0,,1
White,1406.0,4840.07,1,0.6561,1.92,0,0,674,1,0.9427,2.0,,1
Asian,1440.27,4176.58,0,0.9142,1.63,0,0,674,1,0.964,0.0,0.8801,1
Indigenous,1501.22,4516.1,0,0.9448,0.93,0,0,712,1,0.9217,0.0,0.8936,1
Other,1283.74,3999.6,1,0.7688,2.53,0,0,590,1,0.9321,2.0,,1
White,2197.61,4702.88,1,0.9139,0.63,1,0,696,1,0.9583,0.0,0.8936,1
White,1796.66,6264.76,1,0.7947,3.16,0,0,613,1,0.8956,2.0,,1
Asian,2414.62,4987.01,1,0.5665,3.03,0,0,681,1,0.9707,0.0,0.8058,1
White,797.81,2707.78,0,0.74,2.46,0,0,664,1,0.9512,4.0,,1
White,1826.64,4004.89,1,0.5578,4.3,0,0,626,1,0.8311,2.0,0.9399,1
White,981.9,3055.27,1,0.6884,1.52,0,0,684,1,0.9825,0.0,0.976,1
Asian,2068.44,5663.71,1,0.8281,1.48,0,0,694,1,0.8639,0.0,,1
White,2537.04,6201.68,1,0.5568,1.4,1,0,601,0,,,0.9226,1
White,2752.29,5688.52,1,0.8076,2.15,1,0,674,1,0.9198,3.0,0.9458,0
White,919.02,3947.44,1,0.7803,1.74,0,0,677,1,0.9921,1.0,0.8748,1
Black,1727.17,5669.25,0,0.7867,1.36,1,0,693,0,,,0.825,1
Asian,2068.75,4411.08,1,0.9464,1.45,0,0,656,1,0.9467,0.0,0.9021,1
White,1029.15,3491.32,0,0.7528,2.38,0,0,667,1,0.8761,2.0,0.7531,1
White,2790.53,6741.85,1,0.9016,4.03,0,0,668,1,0.8942,2.0,0.9022,1
Asian,2040.98,6923.82,1,0.58,1.19,0,0,624,1,0.9641,0.0,0.8826,1
White,2028.0,7248.34,0,0.5688,0.22,0,0,697,1,0.9586,0.0,0.9522,1
Asian,1867.9,4202.74,1,0.7921,2.91,0,0,700,1,0.9673,1.0,0.9074,1
White,3021.75,7857.24,1,0.8457,0.88,0,0,629,1,0.9186,3.0,0.9151,0
Other,1596.73,4374.99,0,0.5898,4.02,0,0,716,1,0.9729,2.0,0.8541,0
White,2252.37,6536.38,1,0.7516,3.24,0,0,624,1,0.9688,2.0,0.9565,1
Asian,1925.46,4348.54,0,0.5964,3.44,0,0,651,1,0.9869,0.0,0.9191,0
White,2108.98,4807.92,1,0.8341,1.99,1,0,643,1,0.9492,2.0,0.9909,1
Other,653.1,2228.32,1,0.7369,3.89,0,0,616,0,,,0.7822,1
Other,1490.32,4678.55,1,0.7539,2.51,1,0,656,0,,,0.972,1
Asian,1785.33,5368.45,1,0.6032,2.37,0,0,700,1,0.9465,1.0,0.9388,1
White,1835.7,4504.79,1,0.4454,2.1,0,0,628,1,0.9763,2.0,0.9511,1
White,3011.1,9615.0,0,0.6888,2.69,0,0,639,1,0.9204,2.0,0.9653,1
Indigenous,1508.07,3461.82,1,0.8845,0.53,1,0,633,0,,,,1
Asian,1442.15,4269.11,1,0.6126,1.35,0,0,700,1,0.9536,0.0,,1
White,1687.91,3788.44,0,0.9649,1.35,1,0,637,1,0.9738,1.0,0.6938,1
White,1854.15,4268.82,1,0.6609,1.77,0,0,636,1,0.9862,1.0,0.9963,1
White,2858.91,7460.73,1,0.6914,0.84,0,0,691,1,0.9825,0.0,0.8427,0
Indigenous,3172.69,8723.06,1,0.5591,1.15,0,0,696,1,0.9631,0.0,0.9872,1
Asian,1432.99,4068.93,1,0.7985,0.67,0,0,718,1,0.9678,0.0,0.9804,1
Asian,1534.75,4037.42,1,0.9617,1.14,0,0,726,1,0.8377,2.0,,1
Asian,1112.0,3468.3,1,0.5787,0.96,0,0,596,1,0.7417,2.0,0.9286,1
White,3652.71,8214.15,1,0.8801,1.11,0,1,601,1,0.8312,3.0,,1
White,2898.62,7698.38,1,0.7382,3.29,0,0,687,1,0.8883,0.0,,1
White,1399.78,5010.65,0,0.5322,1.81,0,0,695,1,0.9712,0.0,,1
Indigenous,1077.89,3190.01,1,0.7397,1.6,0,0,681,0,,,,1
White,1207.06,3291.45,1,0.9175,4.28,0,0,640,1,0.9026,2.0,,1
White,2507.51,5520.01,1,0.7122,2.41,0,0,645,1,0.9471,1.0,,1
White,2022.53,6302.38,0,0.7823,2.54,0,0,691,1,0.9029,1.0,0.9166,1
White,650.0,2523.15,0,0.9052,2.1,0,0,648,1,0.8621,2.0,,1
Asian,1562.02,4646.9,0,0.5136,3.34,1,0,694,1,0.8246,0.0,,0
White,4275.37,9161.98,1,0.7172,3.69,0,0,647,0,,,0.8709,1
White,1975.66,4818.83,1,0.7114,2.34,0,0,650,0,,,0.963,1
Indigenous,2649.92,8758.56,1,0.7976,3.31,0,0,588,0,,,0.8854,1
White,2519.94,6526.2,1,0.8018,2.69,0,0,652,1,0.9717,1.0,,1
White,1465.54,3557.87,1,0.8491,2.4,0,0,702,1,0.9431,1.0,0.9255,1
White,2050.03,4693.71,1,0.7031,1.5,0,0,764,1,0.9746,0.0,0.912,1
Indigenous,1860.18,4970.97,1,0.6703,1.09,1,0,696,0,,,0.936,1
White,1564.5,3725.79,1,0.5198,0.55,0,0,717,1,0.9112,2.0,0.8728,0
Indigenous,1516.98,3703.23,0,0.7903,5.05,0,1,678,1,0.948,0.0,0.9173,0
Other,2670.29,8811.24,1,0.8265,3.34,0,0,661,0,,,0.9541,1
Asian,804.36,3693.53,1,0.7306,1.39,0,0,657,0,,,,1
White,2487.1,7584.53,1,0.7124,0.46,0,0,669,1,0.9594,0.0,0.9467,1
Asian,999.22,4463.3,1,0.8312,2.7,0,0,649,1,0.8749,2.0,0.944,0
White,1825.95,5153.55,1,0.974,1.54,0,0,654,0,,,0.985,1
White,2802.72,6330.02,1,0.7975,3.45,1,0,615,0,,,0.9117,1
White,1921.57,4217.16,1,0.6527,0.91,0,0,679,1,0.9013,1.0,0.8899,1
White,1751.22,6343.46,1,0.5148,1.35,0,0,689,1,0.9358,1.0,0.9612,1
White,812.04,2540.62,0,0.9581,1.65,0,0,636,1,0.953,2.0,0.9446,1
White,2200.31,6065.13,0,0.6401,2.95,1,1,599,1,0.8332,3.0,0.949,0
White,776.1,2191.69,1,0.7905,1.16,0,0,663,1,0.9031,1.0,0.9697,1
White,1222.49,4803.1,1,0.6644,2.72,0,0,652,0,,,,1
Asian,2909.86,7012.15,1,0.6816,0.57,0,0,672,1,0.9894,0.0,0.8419,1
Other,2154.9,6465.38,1,0.6592,1.83,0,0,694,0,,,0.9951,1
White,1041.03,3300.97,1,0.7044,4.62,0,0,764,1,0.9169,1.0,0.8891,1
Asian,1494.91,3453.11,1,0.8378,5.89,0,0,768,0,,,0.9598,1
White,1537.61,4086.23,1,0.5355,3.83,0,1,635,1,0.8367,1.0,,0
White,1761.67,5550.2,1,0.8177,0.45,0,0,672,1,0.97,0.0,0.9868,1
White,1040.15,2553.54,1,0.9627,1.7,0,0,617,0,,,0.8525,1
White,2422.5,5175.99,1,0.7467,1.87,0,0,676,0,,,0.8867,1
White,1596.53,5798.85,1,0.623,3.52,0,0,644,1,0.9444,1.0,0.9706,1
White,1625.42,4709.57,1,0.85,2.07,1,0,666,0,,,0.9212,1
White,1910.15,6249.62,1,0.7389,0.86,1,0,665,0,,,0.9622,1
White,1765.79,5623.54,1,0.8107,3.87,0,0,717,1,0.9122,0.0,,1
White,1579.81,4302.0,1,0.8471,5.43,0,0,648,1,0.8229,4.0,,1
White,809.34,2640.56,1,0.9273,3.18,0,0,658,1,0.8161,1.0,0.8841,1
White,1477.29,5448.57,1,0.6526,1.12,1,0,676,1,0.9596,0.0,0.9582,1
White,1664.65,3725.06,1,0.745,6.24,0,0,719,1,0.9667,0.0,0.9546,1
White,1493.75,4247.11,0,0.8453,3.36,0,0,684,1,0.794,2.0,0.8869,1
White,2717.87,6149.39,0,0.6234,3.01,1,0,653,0,,,0.8767,1
White,3089.08,8539.7,1,0.7285,5.28,0,0,656,0,,,,1
White,2272.06,5131.19,1,0.9575,3.43,0,0,635,1,0.9884,1.0,,1
Other,2251.36,6312.81,1,0.9416,1.75,0,0,620,0,,,0.9186,1
White,1119.68,3136.45,0,0.7291,4.86,1,0,655,1,0.966,1.0,0.952,1
White,2236.89,5666.61,1,0.9752,0.94,0,0,672,1,0.9718,0.0,0.9078,1
White,2277.1,5092.11,1,0.8405,1.08,0,0,715,1,0.8647,1.0,0.9362,1
Other,2884.44,7995.58,1,0.7812,1.29,0,0,652,1,0.9565,2.0,,1
Asian,1530.76,4303.8,1,0.8841,2.12,0,0,670,1,0.8928,1.0,,1
Asian,1621.09,4778.3,1,0.6002,2.34,0,0,664,1,0.9142,1.0,0.9671,1
Other,2847.41,7532.63,1,0.7752,1.67,0,0,693,1,0.8886,0.0,0.9736,1
White,1730.86,5035.17,1,0.8424,1.73,0,0,656,1,0.8983,0.0,,1
Other,1328.74,3527.41,1,0.8163,2.42,1,0,616,1,0.9148,1.0,0.7353,1
White,4291.27,12701.63,1,0.9023,0.94,0,0,706,1,0.9678,2.0,0.9419,1
Asian,1302.16,3564.95,0,0.8043,2.84,1,0,676,1,0.899,1.0,0.9099,1
White,1936.64,5083.57,1,0.6667,0.2,1,0,718,1,0.9442,0.0,0.7545,1
White,2515.7,5870.85,1,0.6783,1.92,1,0,705,1,0.8652,0.0,,1
Other,1749.71,5710.6,1,0.5374,1.28,0,0,618,0,,,0.9565,1
White,1434.7,4865.88,1,0.8474,6.08,0,0,662,1,0.8471,1.0,0.8846,1
Other,1463.0,4874.38,1,0.5179,1.57,0,0,654,1,0.9305,0.0,0.9211,1
White,1915.96,4789.53,1,0.83,2.12,0,0,566,0,,,,1
Asian,1181.5,3518.67,1,0.7658,1.63,1,0,626,0,,,0.917,1
Other,3673.28,11036.8,1,0.844,0.8,0,0,631,1,0.8683,1.0,0.9781,1
White,1456.4,4814.64,1,0.6464,0.78,1,0,708,1,0.9355,0.0,0.9731,1
Other,2923.82,6408.24,1,0.8069,0.66,1,0,663,1,0.8864,0.0,0.9467,1
Asian,1645.96,4625.25,1,0.8581,1.9,1,0,668,0,,,0.8924,1
Asian,1923.1,4592.81,1,0.963,1.53,0,0,667,0,,,,1
White,1388.55,4433.78,1,0.8544,0.44,1,0,644,1,0.9537,0.0,0.9819,1
White,1030.83,3022.89,0,0.7305,5.58,0,0,620,1,0.8711,1.0,0.8771,1
Asian,1508.55,4915.73,1,0.745,3.01,1,0,686,1,0.9339,1.0,0.9865,1
White,1691.36,4509.59,1,0.8577,2.15,1,0,622,1,0.9167,1.0,0.8994,1
White,2639.99,7835.72,1,0.6422,0.29,0,0,655,1,0.9351,0.0,0.7622,1
White,1134.37,3420.59,1,0.6263,2.54,0,1,683,1,0.8144,1.0,0.8742,1
Black,1548.06,4248.89,1,0.9589,2.07,0,0,671,1,0.9595,1.0,0.9831,1
White,1159.85,3796.97,1,0.7769,3.43,0,0,575,0,,,,1
Asian,2752.45,8615.34,0,0.6085,1.1,0,0,595,0,,,0.9411,1
Other,1167.6,3835.75,1,0.7029,1.35,0,0,713,1,0.9333,1.0,,1
White,1817.65,6331.03,0,0.8099,2.3,0,0,694,1,0.9339,1.0,0.9562,1
White,2126.88,7302.49,1,0.7146,1.31,0,0,675,1,0.9905,0.0,0.9666,1
Asian,1806.25,4940.74,0,0.902,2.51,0,0,678,1,0.9308,1.0,0.9057,1
White,1340.89,3211.62,1,0.6291,0.78,0,0,727,1,0.9972,0.0,,1
Asian,1022.46,3225.88,1,0.9494,1.8,0,0,613,0,,,,1
Asian,1979.22,7025.71,1,0.5629,1.12,1,0,692,1,0.9559,1.0,,1
Asian,1803.41,3344.95,1,0.5771,3.32,1,0,615,0,,,0.9563,0
White,2709.34,5964.75,1,0.9584,6.45,0,0,687,1,0.9382,1.0,0.8379,1
Asian,1926.18,5412.34,1,0.8998,5.46,0,0,664,1,0.8238,3.0,0.9764,1
Asian,1736.82,5933.74,1,0.6301,0.39,0,0,687,0,,,0.9731,1
White,2464.76,6133.18,1,0.692,2.66,0,0,644,1,0.9347,3.0,0.896,1
Asian,1740.22,3750.44,1,0.5625,1.1,1,0,671,0,,,,0
Black,1583.6,3695.9,1,0.8166,0.77,0,0,662,0,,,0.9937,1
Asian,2468.66,6678.43,1,0.6121,2.61,0,0,649,1,0.9231,1.0,,1
White,1583.1,4171.97,1,0.5896,0.77,0,0,621,1,0.9128,1.0,0.8643,1
White,993.81,1985.97,1,0.7586,4.01,0,0,732,1,0.962,0.0,,1
White,1903.5,6525.54,1,0.7362,2.65,1,0,644,0,,,0.9593,1
White,1204.77,3618.17,1,0.7111,3.48,0,0,663,1,0.9362,1.0,0.9591,1
White,2649.92,6123.64,1,0.9397,2.3,0,0,679,1,0.8886,1.0,0.9322,1
Other,2489.78,8466.75,1,0.5608,0.69,0,0,714,1,0.835,2.0,0.9603,1
White,1850.95,5230.6,1,0.8101,1.48,0,0,606,1,0.9214,0.0,,1
Indigenous,2259.2,7368.22,1,0.9775,4.48,0,0,712,0,,,0.8078,1
White,1617.66,5487.58,0,0.7422,1.75,0,0,659,1,0.9467,2.0,,1
White,2388.17,9063.53,1,0.583,1.66,1,0,666,1,0.897,1.0,0.9394,1
White,1185.32,3585.58,1,0.8521,4.8,1,0,611,0,,,0.9512,1
White,1813.04,5185.07,0,0.778,2.25,0,0,633,1,0.9691,0.0,0.9829,1
Indigenous,2563.14,6581.52,0,0.8889,4.17,0,0,687,1,0.981,2.0,,1
Other,1475.9,4864.75,1,0.9673,1.77,0,0,649,1,0.8903,1.0,,1
Black,3541.25,7782.95,1,0.6589,0.92,0,0,656,1,0.9159,0.0,,1
White,1615.46,4470.25,1,0.9083,0.23,1,0,618,1,0.9238,3.0,0.8976,1
Indigenous,4730.05,10728.87,0,0.7258,1.74,1,0,605,1,0.9261,1.0,0.8746,0
White,3853.28,10929.09,1,0.7206,2.07,1,0,671,1,0.9577,1.0,0.9041,1
Other,1374.65,5739.57,1,0.5592,3.91,0,0,692,1,0.9644,0.0,,1
White,2472.86,6309.58,1,0.6968,0.03,1,0,670,0,,,0.9257,1
White,3383.26,7891.16,0,0.9297,2.82,0,0,651,1,0.8519,2.0,0.891,1
White,964.83,3431.99,1,0.8616,1.95,0,0,646,0,,,,1
White,1345.15,3285.3,0,0.7626,1.7,0,0,615,1,0.8975,2.0,0.8471,1
White,3406.03,8072.03,1,0.5651,6.26,0,0,710,1,0.9182,0.0,,1
Other,1561.63,5723.35,1,0.7558,2.67,1,0,666,1,0.9218,0.0,0.9759,1
Indigenous,1710.37,4803.68,1,0.4753,4.92,1,0,652,0,,,0.8877,1
Other,1804.24,5220.28,1,0.4983,1.08,1,0,661,1,0.9608,0.0,0.8766,1
White,706.65,2255.89,1,0.5337,1.43,0,0,676,0,,,0.9387,1
Asian,2204.19,4864.49,1,0.832,3.94,0,0,688,0,,,0.9834,1
White,1360.85,3995.19,1,0.9276,0.95,0,0,624,0,,,0.8961,1
White,3120.5,7170.56,1,0.758,1.0,0,0,715,1,0.8803,1.0,,1
White,3076.64,7366.33,0,0.6886,0.85,0,0,706,1,0.9822,2.0,0.8343,0
White,2941.7,6362.98,1,0.689,1.28,0,0,758,1,0.9556,0.0,0.9416,1
Asian,2005.59,5971.92,1,0.8989,2.31,1,0,697,1,0.8802,2.0,0.9464,1
White,1076.61,3078.95,1,0.9081,2.8,1,0,693,1,0.9851,0.0,,1
White,2220.62,6394.15,1,0.6897,2.17,0,0,652,1,0.9961,0.0,0.9532,1
Asian,2364.28,6481.47,1,0.9177,1.52,0,0,685,1,0.9245,1.0,0.9858,1
White,2776.23,8040.38,0,0.9271,2.0,0,0,589,0,,,,0
Other,4352.98,10913.84,1,0.7785,4.95,1,0,728,1,0.9826,0.0,,1
White,903.4,2875.6,1,0.865,1.96,0,1,672,1,0.8962,1.0,0.8751,1
Indigenous,1297.01,4538.93,0,0.7024,1.44,0,1,627,0,,,0.9144,1
Asian,1849.43,4010.3,0,0.8459,0.19,0,0,638,0,,,,0
Asian,2406.28,5523.63,0,0.7876,1.83,0,0,692,0,,,0.8219,1
Asian,1732.41,5224.45,1,0.4952,3.82,0,0,660,0,,,,1
Black,1940.38,4790.96,1,0.6487,0.43,1,0,644,0,,,0.9467,1
Asian,2745.84,7450.79,1,0.5123,0.67,0,0,633,0,,,0.904,1
White,1255.96,3536.59,1,0.9306,1.32,0,0,652,0,,,,1
White,1349.55,3612.02,1,0.6807,1.17,0,0,694,1,0.9513,2.0,0.8331,1
Asian,1234.77,3633.44,0,0.9111,2.09,0,0,710,1,0.9805,0.0,,1
White,1191.59,4583.87,1,0.7597,5.85,0,0,637,1,0.8911,0.0,0.9534,1
White,1038.67,3382.63,0,0.882,0.81,0,0,664,0,,,,1
White,2119.49,5112.35,0,0.9109,1.15,0,0,630,1,0.8877,1.0,0.8471,1
White,1708.84,4907.36,1,0.7687,1.72,0,0,648,0,,,0.9314,1
White,1071.4,3948.67,1,0.7851,1.08,1,0,624,1,0.9821,0.0,,1
Asian,2037.65,7060.22,0,0.7201,2.08,0,0,659,1,0.9714,2.0,0.9753,1
Indigenous,1926.83,5092.83,1,0.7121,2.74,0,0,656,1,0.9136,0.0,0.9819,1
Indigenous,3129.09,7542.74,1,0.534,1.18,0,0,606,0,,,0.9277,1
White,1652.12,4856.86,1,0.463,3.45,0,0,634,0,,,,1
White,2192.16,5156.15,1,0.6818,1.47,0,0,641,1,0.782,4.0,0.9675,1
Asian,1758.47,4270.3,1,0.8585,1.07,0,1,627,1,0.9357,3.0,0.8913,1
White,1963.55,5187.19,1,0.8899,0.53,1,0,634,1,0.939,0.0,0.9464,1
Asian,2672.28,6672.13,0,0.934,2.93,1,0,701,0,,,0.8329,1
White,1298.56,4502.76,1,0.94,2.36,0,0,673,1,0.9543,0.0,0.8402,1
Other,2104.43,6234.53,1,0.7206,0.77,1,0,689,1,0.8538,2.0,0.9241,1
White,1054.69,3912.58,1,0.9373,0.97,0,0,611,0,,,,1
Indigenous,1780.16,6782.37,0,0.5503,2.22,1,0,729,1,0.9798,0.0,0.8866,1
Asian,1065.82,4244.79,1,0.7105,2.8,1,0,700,1,0.9266,1.0,,1
White,2110.9,7005.86,1,0.6148,2.42,0,0,725,1,0.9977,0.0,0.9721,1
Asian,2124.5,5312.17,1,0.7493,2.92,0,0,679,1,0.9172,2.0,,1
White,3383.21,8855.09,0,0.829,7.03,1,0,683,0,,,,1
Indigenous,1638.42,3472.01,1,0.6126,3.49,1,0,642,0,,,0.9258,1
Asian,1094.53,3101.84,0,0.789,2.98,0,0,683,1,0.9705,0.0,0.9893,1
White,1680.63,4191.18,1,0.5115,1.27,0,0,648,1,0.7488,2.0,0.9896,1
